text,label
Yüksek fatura geldi ve nedenini anlamıyorum. Fatura detaylarını ve haksız ücretleri acilen açıklamanız gerekiyor.,Fatura ve Ödeme Şikayetleri
"1. 4 ay önce sınırları kaldıran şirket tarifesine 3 hat ile geçiş yaptım, yanlışlıkla 507 yerine 506'lı başka bir kişinin numarasını benim şirket hattım yapmışlar, iki ay yabancı kişinin faturasını ödediim. Asıl sorunum, tarifeye geçiş yaptık diye bildiğimiz hata sonucu bireyselde kalan 507'li hat sınırları kaldıran tarifedeyiz, kotamız ve süremiz var diye rahat kullandık, bunun sonucu bizim kurumsal bildiğimiz hattı türk telekom bireysel hat kullanımı olarak değerlendirip 39 tl yerine 182 tl fatura edilmiş. Bu süreç içinde 39 tl'yi %80 aştığımızda da uyarı mesajı da gelmedi. Türk telekom kaynaklı bu hatanın giderilmesi için 444'lü kurumsalı arıyorum bireyseli ara, bireyseli arıyorum kurumsalı ara diyorlar. Firma kaynaklı kendi hatalarının faturasını bana çıkarmasınlar, türk telekom hatanı düzelt elini cebimden çek, üç hattımı iptal edeceğim.",Abonelik ve İşlem Şikayetleri
"15 yıllık turkcell abonesiyim, yıllarca fazla ücret ödeyerek diğer operatorlere göre devam ettik taki bugune kadar. Eşim üzerine kayıtlı hatta reklam geliyor, cepte goller çıkış yapamıyor sehven onaylıyor, faturasına 14 tl yansıyor. Düşmüşler maalesef, aç kalıyorlar. İadesini istedim 2 kez mümkün değilmiş, şark kurnazları.",Abonelik ve İşlem Şikayetleri
Cihaz kampanyası yüzünden büyük bir mağduriyet yaşadım. Beklediğimden çok daha kötü bir deneyim oldu.,Paket ve Kampanya Şikayetleri
07.07.2017 tarihinde vodafone yanımda sayfasindan faturama ek olarak 12 bin sms aldim. Onay mesaji gelince kullanmaya basladim. Telefon faturasi 761 tl olarak geldi ama sonrasinda paketi iptal ettim. 1 ay boyunca sms kullanma onay mesaji da geldi. Bu paketi aldigim halde nasil olur da bu kadar cok fatura parasi gelir. Musteri hizmetlerini aradim bu sayfadan sikayet etmeye yoneltmistir. Bunu nasil halledebiliriz cevabınız telefondan arayarak yada mesaj olarak gelsin.,Fatura ve Ödeme Şikayetleri
"Bir hafta önce kurulum için başvuru yaptım fakat türk telekomun ilk gelen ekibi kablolara bakmadan kabloların çürümüş olacağını söyledi ve internet hattımı üç ay önce kestirmiş olduğumu söylediğim halde. İkinci kurulum için gelen arkadaşlar ise kabloda sorun bulamadılar ve internet işlemini gerçekleştirdiklerini bir saat içinde internet hattıma verileceğini söylediler. Daha sonra modem kurulumu sırasında kullandığım modemde sorun olabilir dediler çünkü neti kullanamıyordum, arkadaşımdan kurulu kullandığı modemi alıp geldim ve onu kurma işlrminde tekrar sorun yaşadım fakat üç dört defa türk Telekom 4440375 arıza tespitinde ne kadar da bulunduysam sorun çözülmedi, en son gelip servis baktı internet geliyor ama modeminizde sorun var dediler ve modem servisini aradığımda modemde sorun yok IP alıyor dediler. Telekoma tekrar geri döndüm fakat sorunum hala devam ediyor, çözmek için kimse uğraşmıyor. O yüzden pazartesi gidip internet bağlantımı iptal edeceğim.",Abonelik ve İşlem Şikayetleri
İnternet çekimi çok kötü sinyal yok denecek kadar az. Bu kadar kötü bir hizmet olmaz!,Ürün ve Hizmet Spesifik Şikayetler
Nakil işlemi tam bir rezalet! İnsanları reklamlarla kandırıyorlar. Hizmet kalitesi sıfır.,Abonelik ve İşlem Şikayetleri
Tivibu yayınlarını uydu üzerinden alıyorum. Malesef 24 ay taahhüt vererek sezona hoş geldin kampanyasından abone oldum. İlk kurulumdan itibaren yayında sorun yaşıyorum. Öyle ki bağlantı çanakta nasıl yapıldıysa kablodan su geliyor ve yayın devamlı kesiliyor. Teknik servis tekrar geldiğinde servis ücreti ödememiz gerektiği söyleniyor hatta 'isterseniz mh arasındaki herhangi bir tamirciden yardım alın bile denilebiliyor'. Çıkmak istediğimde ise 600 tl ücret çıkartılıyor ve içeriği hakkında bilgi verilmiyor. 04.01.2017 teknik servis talep ettim rayan soran yok. Bugün ne oldu diye yine aradım kayıt görünmüyor. Tekrar müşteri hizm. aradım güya süreci hızlandırmak için tekrar kayıt girildi. Teknik servise sadece sabahları kayıt gidiyormuş. Akşam 6 gibi ancak evde oluyorum buna göre planınızı yapıp dönün diyorum size göre plan yapamayız diyorlar. Kısacası 24 ay taahhüdü aldık artık kafamıza göre takılırız diyorlar.,Müşteri Hizmetleri Şikayetleri
Yine kandırıldım. İnsanları göz göre göre sömürüyorlar!,Ürün ve Hizmet Spesifik Şikayetler
Haksız kesinti yapılıyor ve nedenini öğrenemiyorum. Şeffaf bir açıklama bekliyorum. Bu kesintiler durmalı!,Fatura ve Ödeme Şikayetleri
"3. İyi günler, Turkcell istemediğim halde kredini öğren ve hediyeli sorunu bil diye bir şeye beni abone etmiş 28 Nisan günü 17 tl kredi ogren 7 tl hediyeli soru ve 6 tl hediyeli soru diye bana 30 tl'den fazla fatura cikarmis 532'yi aradım şirket yapmış bundan sonra iptal ettik ama 30 tl'yi odeyeceksiniz diyor ben bu durumdan ve müşteri temsilcisinden şikayetçiyim, bu durumun düzeltilmesini ve 30 tl'nin hesabıma iade edilmesini talep ediyorum.",Fatura ve Ödeme Şikayetleri
3GB internet paketim kullanmadan bitti nasıl olur da böyle bir şey yaşanır? Müşteri memnuniyeti sıfır!,Teknik Şikayetler
"Egefon iletişim Vodafone kurumsal satış yapan şirket pazarlama personelleri, şirketimize gelerek vodafone'da daha kaliteli hizmet verebileceklerini ve bu sırada Avea firması ile sözleşmenin iptali ile doğacak tüm masrafları karşılayacakları bildirerek şirketimiz ile Vodafone arasında yeni bir sözleşme yapıldı. Önce avea ile sözleşmenin iptalinden doğacak bütün masrafları şirketimiz ödeyecek denilirken şimdi sadece cayma bedeli ödenecek diyerek buradan epey bir farklı iptal bedeli ödettirdiler. İnternet kullanımı 1 gb'tan sonra otomatik olarak kapanır kullanılamaz denilerek yönlendirdiler fakat kullanımı aşan sürede internet kapatılmayarak fazla kullanım aşan bedeli diye sözleşmenın 3 kat fazlası fatura yansıltılıdı. Buda sadece internet aşım bedeli olarak. Faturalar bize 3 ay geçikmeli olarak gönderildikten sonra farkına vardık. Egefon'u aradığımızda telefonlara cevap verilmiyor. Ayrıca cayma bedeli olan miktarda henüz tarafımıza ödenmiş değil.",Fatura ve Ödeme Şikayetleri
"VODAFONE NET; 0005* kullanici koduyla 04.05.2018 tarihinde biten internet kampanyam vardi. Bu tarihten once belirttikleri faks numarasina aboneligimi kampanya bitiminde sonlandiracagimi ilettim. Vodafone'dan telefonla arandim, sozlu olarak da beyan ettim. Buna ragmen bu tarihten sonra fatura gelince itiraz ettim. Muracaati almakta arkadaslar yanlislik yapmis (hem faks hem telefon kayitlarina ragmen nasil bir yanlisliksa) yeniden faks gonderin dediler. Faksi gonderdim, yeniden telefonla arandim, iptal talebimi tekrar telefonla ilettim. Ikinci defa muracatima ragmen mesnetsiz cikan fatura iptal edilmedi, hala borc gozukuyor. Haksiz cikan faturanin iptal edilmesini istiyorum.",Abonelik ve İşlem Şikayetleri
Türk Telekom'dan 49₺ kampanyasıyla internet ve Tivibu aldım ama eski internet iptal edilmediği için iki fatura geldi. Tivibu'yu da kullanamıyorum. Bayi hatalı işlem yaptı acil çözüm bekliyorum.,Fatura ve Ödeme Şikayetleri
22 Eylül'den beri hergün aramama rağmen arızam çözülmedi. Twitter üzerinden ulaştım. Ekipleri cepten dahi aradım ama gelip bakan kimse olmadı. Her aradığımda en kısa sürede çözülecek deyip geçiştiriyorlar. Şikayetçiyim. Sorunumun acilen çözülmesini ve para iademin yapılmasını istiyorum. Aksi takdirde tüketici haklarına kadar gideceğim.,Fatura ve Ödeme Şikayetleri
Vodafone müşteri hizmetleri yanlış bilgilendirdi ve bilgilendirme mesajları iletilmedi. Mağduriyetimin giderilmesini talep ediyorum.,Müşteri Hizmetleri Şikayetleri
Superonline internet abonesiyim. 14 gündür internetim yok. 5 kez teknik servis istedim arıza kaydı oluşturdum ama olmadı. Hep 48 saatte çözeceğiz dediler ama gelen soran olmadı. Hep yalanlarla bizi ertelediler. İnternetim olmadığı için bütün işlerim aksadı. Bununla birlikte 3 tane olan aboneliğimi iptal edeceğim. O kadar ilgisiz ve teknik servis açısından yetersizler ki kimse tavsiyem abone olmasın.,Abonelik ve İşlem Şikayetleri
Ödenmiş faturayı tekrar öde diyerek hattımı kapattınız! Bu nasıl bir hizmet anlayışı?,Fatura ve Ödeme Şikayetleri
Telsiz kullanım ücreti faturama fazladan yansıtıldı. Bu tür hatalar tekrar etmemeli.,Ürün ve Hizmet Spesifik Şikayetler
"20 gündür internet ve telefonum sürekli bağlatı kopuyor, günde en az 10 defa gidiyor, burası internet üzerinden ticaret yapan bir şirket, şirketimize verdiği zararın hesabi çok fazla, hiç bir önlem alınmıyor, sorunlar devam ediyor. Telefon da çalışmıyor, internet de.",Teknik Şikayetler
Kurumsal hattımda yanlış bilgilendirme yapıldı ve bu nedenle mağdur oldum. Doğru bilgi ve daha iyi hizmet talep ediyorum.,Müşteri Hizmetleri Şikayetleri
Vodafone iki gune bir hattimdam para kesiyor. Mobil veri kullanmadigim hatta paketi yenilemedigim halde kullanmisim gibi ücret kesiyor. musteri hizmetleri yetersiz.sikayet etsem de degisen birşey olmuyor. Paralarim gidiyor bu durumun biran once duzeltilmesi gerek.,Teknik Şikayetler
2. Yaklaşık 3 aydan buyana hizmetini para karşılığı almış olduğum Turkcell superonline ait internet hizmetlerini kendi alt yapı sorunları nedeniyle kullanmamakta veya belli bir saat aralığında kısıtlı şekilde almayayım. İsrarla sorunumu çağrı merkezlerine bildirdigim halde altyapı sorununu gideremediklerinden beni maddi olarak sıkıntı yaşatmişlardir. En son 72 saat içinde kendilerine ait sorunu gideremedikleri halde yaşatmış oldukları bu mağduriyetin kullanım alamadığım süreleri faturama yansıtmaya haklarını belirttikleri halde tarafima fatura bedelinde hiçbir indirim uygulanmadan tahsil edmislerdir. İsrarla ilk arıza bildirim tarihini sorun giderildi olarak kapatmaya çalışmaktadırlar. Yasamis olduğum Turkcell superonline kaynaklı hem maddi hem manevi olarak sorunlardan dolayı Turkcell Superonline sikayciyim.,Müşteri Hizmetleri Şikayetleri
Sinyal gücü çok düşük telefonum çekmiyor. Bu sorun ne zaman çözülür?,Teknik Şikayetler
Ordu'dan aldığım telefonun garantisiyle ilgili destek göremiyorum. Firma ve Türkcell kullanıcı hatası diyor.,Ürün ve Hizmet Spesifik Şikayetler
Turkcell Superonline sık arızalar yaşıyor ve geçici çözümler sunuluyor. Kalıcı çözüm bulunamıyor.,Teknik Şikayetler
"15 gündür sürekli kopan bağlantıyı çözemeyen superonline fibernet ve müşteri hizmetlerinin işten anlamayan elemanları. Bir firma Iss müşteri hizmetlerinde çalışan elemanlarına hic mi network eğitimi vermez sorunu anlatınca eleman ""biz de müşterilerden yeni birşeyler ogreniyoruz"" demez mi? Bunu derken hala ne demek istediğimi anlamamis oysa. Ip bloğunun değiştirilmesi işlemini bile 15 gündür yapmayan ve boşuna para ödediğimiz bir şirket. Tavsiyem asla ve asla abone olmayın. Kampanya tekliflerine inanmayın. 25 mbit bağlantı ile sürekli kopan ve 16 mbit hız verebilen bir şirket. Ilgisiz ve bilgisiz müşteri hizmetleri.",Fatura ve Ödeme Şikayetleri
23 Temmuz'dan beri hizmet alamıyorum arıza kaydı oluşturduk ama çözüm bulunmadı. İstanbul'da internet yok bu nasıl bir hizmet?,Teknik Şikayetler
"6-7 aydır kullandigim 32 tl ödeme diye taahhut verdiğim fatura hiç bir zaman o tutarda gelmedi en az 41 tl bazı aylarda da 80-90 tl gibi bir rakam geldi sürekli harcama yapmadığımiz tutarlar yansıyor müşteri hizmetlerini aradığınızda da kullanmadım desenizde de kullanamasaniz niye faturaya yansıdı diye kaba tabirle ele konusan ve daha önceden diğer operatorlerde böyle bir sıkıntı olmazken yerli firma ve adinda Türk geçtiği için seçtiğimiz Türk telekom hep bir bahane buldu, adı büyük Telekom şirketi böyle teknoloji ortamında faturaya sinirlandirici bir sistem gelistirememis ya da milleti yolmak için sinirlandirici kullanmıyor kullanırsa diğer tutarları nasıl yansıtır yoksa? Biliyorum bunun bir geri dönüşü hiç olmayacak ama sinirimi çıkartmak için yazıyorum millette öğrensin diye 5 yıldır faturalı kullanıyorum böyle rezalet bir sistem gormedim.",Teknik Şikayetler
"İzmir'de bir Turkcell bayinden cihaz aldım. O kadar kurnazlar ki! Önce satış sözleşmeleri imzalanıyor sonra cihaz kutusundan çıkarılıyor, çıkan cihaz bozuk. O an ben bozuk telefonu almam diyorum. Bayi satış oldu ben geri almam diyor. Turkcell daha uyanık, anında faturayı kesmiş. Beni bağlamaz Samsung firmasıyla görüşün diyor. Bayi servise gönderelim diyor, iyi de servise giden mal 2. el mal oluyor oysa ben sıfır cihaz almak istiyorum. Netice herkes kendine göre kurallar koymuş kabak Tüketicinin Başına patlıyor. Samsung firması da tlf servise vermeyip sıfırını vermesi gerekmez mi?",Fatura ve Ödeme Şikayetleri
Tarife sorunuma bir çözüm bulunamıyor. Müşteri hizmetlerinden yardım istiyorum!,Ürün ve Hizmet Spesifik Şikayetler
1. 11.03.2018 tarihi saat 13 civarında İstanbul tuzla marina türk telekom bayisinden 54279215** no taşıma işlemi yaptırdım. 2 dakika sonra hattım kesildi. Yeni sim kartı taktım fakat bir türlü açılmadı ilgili bayiyi aradığımda müşteri hizmetlerini arayınız orayı arıyorum hattınız askıda. Bayiden sim kartı teyid ettirmemi söyledi bayi 2 saate kadar aktif olacağını söyledi. Bugün 12.03.2018 saat 10 hala bekliyorum. Sizden ricam işlemi iptal edip önceki hattımı geri vermeleri. Saygılarımla.,Fatura ve Ödeme Şikayetleri
Superonline nakil işlemini yapmıyor ve bu yüzden internet hizmetim aksıyor. Sorunun bir an önce çözülmesini bekliyorum.,Abonelik ve İşlem Şikayetleri
Fatura puanım düşüyor cihaz alımı yapamıyorum. Puanımı yükseltmezseniz hattımı değiştireceğim.,Ürün ve Hizmet Spesifik Şikayetler
"Turkcell Superonline 24 Ay Taahhütle Aldığım Ev İnterneti; 1 yıl dolmadan tayinim çıktı ve adres değişikliği yapmak istedim fakat gittiğim yerde yeterli alt yapıları olmadığını internet hızının düşüp fiyatının yükseleceğini söylediler, ben de kabul etmedim. Cayarsam kullanmadığım 12 ayın farkını ödeyeceğimi söylediler. Böyle birşey olamayacağını söyledim. Bunun üzerine bir çözüm sunmadılar ben de tüketici hakem heyetine başvurdum lehime karar verdi. Şirket yetkilileri bana telefonla sorunun kalmadığını söylediler ben de olayın kapandığını düşündüm. Meğerse süperonline yetkilileri 12 aylık taahhüt süresini dondurmuşlar, süre bitince de yaşamadığım şehirde ve kullanmadığım internet hizmetini aktif hale getirmişler, daha önceki faturalarım otomatik ödeme talimatında olduğu ve otomatik ödeme talimatını kaldırmayı unuttuğum için, bunu fırsat bilen firmai hiç bir bilgilendirme yapmadan talimatlı hesabımdan benim bilgim olmadan faturalarını tahsil etmiş. Bu s-tekarlıktır, çözüm bekliyorum.",Abonelik ve İşlem Şikayetleri
"Vodafone net apartmanımıza gelerek 24 ay kontratla aylık ortalama 54.99 tl olan 50 mps 50 gb internet kampanyasını anlatarak onay için benden imzamı aldılar. 10-15 gün sonra tekrar gelerek o kampanyanın bittiğini 24 ay kontratla aylık ortalama 59.99 tl olan 50 mps 50 gb internet kampanyası için imzamı istediler. Ben de fazladan 120 tl farkı vermeyeceğimi söyleyerek sözleşmenin iptalini istedim, bana 120 tl'nin ya indirim olarak yada hediye çeki olarak verileceğini belirterek imzamı tekrar aldılar fakat ne 120 tl'lik indirim yapıldı nede 120 tl hediye çeki tarafıma verildi. Müşteri kapmak için yalan söylemek koskoca vodafone'a yakışıyor mu, çıkmak isteyince bir de ceza ödersininiz diyorsunuz. Hem yalan söylüyorsunuz hem de tehdit ediyorsunuz.",Müşteri Hizmetleri Şikayetleri
Superonline nakil sonrası internet ve telefon sinyali yok. 1 aydır hizmet alamıyorum.,Teknik Şikayetler
Ankara Atlantis bayisi veri aktarımını yapmadı fazla para aldı. Bu kadar kötü hizmet kabul edilemez.,Müşteri Hizmetleri Şikayetleri
2011'de başlayan TTnet hizmetimi 2017'de iptal ettim modem iade ettim ama 140 TL fatura çıktı. İptal ettiğim her şey elimde hâlâ çözüm yok.,Müşteri Hizmetleri Şikayetleri
"Van Avea Türk Telekom bayisinden aldığım cep telefonum arızasından dolayı teslim ettiğim 05.08.2016 bu yana sıkıntı yaşıyorum. Avea çalışanlarının işgüzarlığı ve duyarsız elemanlarından dolayı telefonumun programının kapatılmadığı için geri iadesi geldi. Geldiği tarihten 3 iş günü geçmesine rağmen haber verilmedi bana, internet üzerinden takibini yapmamış olsaydım telefonum hala Avea serka iletişimde bekliyor olacaktı. Bununla da kalmıyor telefonum tekrar garantiye gönderildi ve şu anda internet üzeri takibini yapamıyorum. Telefonumun ne durumda olduğunu öğrenmek için gittiğim Van Avea serka iletişim teknik servis personelini yerinde bulamıyorum, ilgilenen kimse yok, bir de hattınızı Avea'ya taşıyalım diye her gün mesaj atarlar.",Ürün ve Hizmet Spesifik Şikayetler
"Yıllardır Türk Telekom müşterisiyim. Gsm hatlarımız zaten vardı. 3 sene de çekmemesini görmezden gelerek Jetmodem internet kullandık. 050703087** kayıtlı Jetmodem aboneliği iptal işlemini yetkili merkezde 29.11.2016 tarihinde eksiksiz yaptık. Otomatik ödeme talimatı vermiştim. 1.12.2016 tarihinde 48,5 tl fatura kesildi normal olarak. Sonrasında 2.1.2017 tarihinde 34,74 tl fatura kesilmiş. 29.11.2016 tarihinde biten abonelikten pcak ayında hala fatura kesilmesine itiraz ediyorum. Söz konusu haksız işlemin kurum tarafından iptalini istiyorum. Çözüm bulunamaması durumunda tarafıma ve aileme ait olan yıllardır devam eden gsm aboneliklerine de son vereceğimi bilgilerinize sunarım.",Teknik Şikayetler
"Turkcell Superonline, hayatımda gördüğüm en iğrenç internetlerden biri, ayda 60 liraydı paketimiz her ay 100 veya 200 lira geliyor ödüyoruz açılıyor ama adls bağlantısı gidip geldiği için hemen kesiliyor. 1 haftadır internetimiz yok, süperonline almayı düşünenler kesinlikle düşünmeyin, benim bundan önce ttnet'ti daha uygun diye buna çevirdim pişmanım, ttnet'en şaşmıyacan arkadaş.",Teknik Şikayetler
Vodafone internet kullanicisiyim yaklasik olarak 10 gundur evimde internet yok müşteri hizmetlerini arıyorum arıza kaydı oluşturuluyor 72 saat içerisinde tarafınıza bilgilendirme yapılacaktır deniliyor ama sadece sms ile arıza inceleniyor deniyor ama arıza 96 saat geçiyor yani aynı bina içi teçhizatı kontrol edin diyorlar dalga mı geçiyorlar bilmiyorum aynı arıza ile karşı karşıya kalan TTNet kullanıcısinin sorununu türk telekom çözüyor. Vodafone neden bizim bağlantı sorunumuzu çözemiyor. Tokat'ta saha arıza ekipleri yok mu yoksa neden vodemnet satışı yapılıyor eğer arızam yapılmaz ise taahhut sureme bakılmaksızın aboneliğimi cayma bedeli ödemeden sonlandırmak istiyorum.,Müşteri Hizmetleri Şikayetleri
Tivibu satış yapmak için ttnet abonelerinin numaralarını veriyor sizi fiber optik internete geçiriyoruz yanında tivibu 9₺ diyerek müşteriyi kandırıp abone ediyorlar internetin hızının artmadığını gören abone arayınca ttnet'i d.landırıldığını anlıyor şikayet oluşturuyorlar daha sonra bana tivibu bağlayan onu yönlendiren belliyken herhangi bir hata bulunamadı diye saçma bir mesajla baştan savıp bu d.landırıcılıga ttnet ve tivibu da ortak oluyor sorumsuz bir kurum gibi davranıyorlar aklı olan hiç kimse tivibu'ya abone olmasın tavsiyem.,Fatura ve Ödeme Şikayetleri
Mobil faturamda fazla ücret talep ediliyor bu yüksek ücretin nedenini öğrenmek istiyorum.,Ürün ve Hizmet Spesifik Şikayetler
Facebook'tan tıklamayla 20 TL'lik Quiz Club üyeliği. Onayım olmadan bu işlem güvenlik ihlali.,Abonelik ve İşlem Şikayetleri
054551742** nolu hattımı 6 aydır kapatmaya çalışıyorum 500 TL fatura aldım ve müşteri hizmetleri yardımcı olmuyor.,Abonelik ve İşlem Şikayetleri
"Sağolsun ttnet'e güvendiğim için smile adsl'den geçiş yaptım fakat 20 günden beridir hiç bir şekilde internet kullanamıyorum. Her aradığımda arıza kaydı alıyorlar fakat hiç değişen bir şey yok, bir de bana 210 tl cayma bedel parası çıkarttılar, Allah'a havale ediyorum ttnet.",Müşteri Hizmetleri Şikayetleri
2. Ping sorunuma çözüm sunamıyorlar daha doğrusu ilgilenmiyorlar. Türk telekom uydunet smile adsl hepsini kullandım ama böyle ilgisiz bir firma görmedim arkadaşlar. Defalarca aradım müşteri hizmetlerini hep bir geçiştirme bir şeyler. Buraya yazıyorum abone olup aynı sıkıntıları yaşamayın diye 70 tl para veriyoruz rezil oluyoruz. Müşteri numaram 233**.,Fatura ve Ödeme Şikayetleri
19.03.2020'de evde internet başvurusu yaptığım Türk Telekom 04.04.2020'de hala kurulum için gelmedi. 16. gün yani. Korona'dan dolayı zorlu bir süreçten geçiyor herkes farkındayız ancak 5 gündür sabah aksam arayıp randevuyu tekrar alarak gereken anlayışı gösteriyorum kendi adıma. Bugün de gelmemeleri halinde sözleşme iptalimi talep ediyorum.,Teknik Şikayetler
Turkcell'den aldığım internet ve tablet sözleşmesi yanıltıcı beklediğimden yüksek fatura geldi. Şube ve müşteri hizmetleri sorunuma çözüm bulamadı.,Sözleşme ve Taahhüt Şikayetleri
Turkcell bilgim olmadan kredi kartımdan 57 TL çekmiş. Aman dikkat!,Fatura ve Ödeme Şikayetleri
"Kızımın kullandığı hat sözleşmesi bittiğinden yeniden turkcell iletişim merkezine gittim ve tarifemize yeniletmek istedim görevli arkadaşa aynı tarifeyi devam edilmesini söyledim (kaçmaz 39) görevli de bu işlemi yaptığını söyledi ama bir hafta geçti tarife yenilenmemiş turkcell'i aradığımda bu tarifenin 31.10.2016 kullanımdan kaldırıldığını söyledi, konuyu iletişimdeki arkadaşların çözeceğini söyledi ama hiç bir şey yapılmadı, turkcell iyice vurdum duymaz olmuş. 23.02.2017.",Müşteri Hizmetleri Şikayetleri
"Yurt dışına çıktım 45 tl'ye 60 dk yurt dışına hattimi actirdim normalde 29 tl olan faturam bu ay 99.50 tl olarak bana yansitildi ödedim ara borç diye 1000 tl tutarında bana fatura borcu kesmisler hattimi kisitlayip önce tarife değişikliği denildi ki ben tarifemi değiştirmedim sonra paket aşımı denildi bu kadar ödeyecek gücüm yok issizim zaten, konu ile ilgili yardimci olur musunuz ve beni bu tutardan kurtarır misiniz, az buz bir ücret değil, sizden ricam konu ile ilgilenmeniz.",Teknik Şikayetler
Taahhütlü telefon ve tablet aldım 100 TL yerine 125 TL ödüyorum. Hiçbir siteye abone olmadım. Bu haksız kesintilere son verin!,Fatura ve Ödeme Şikayetleri
Ardahanın ortasında şebeke yok. Böyle bir bağlantı sorunu olamaz!,Teknik Şikayetler
2008'de aldığım hattı 2010'da kapattım borcum olmadığını söylediler. Şimdi avukatlık firmasından borç mesajları alıyorum.,Fatura ve Ödeme Şikayetleri
"Turkcell Superonline; Temmuz 2014-2015 yılının ikinci yarısına kadar satın almış olduğum 8 megabit internetin hızı 2-3'ü geçmediği için üstüne biraz daha para ödeyerek 16 megabit internet aldım. Hızım bu kez 6-7 dolaylarındaydı. Aylardır internetimin yavaşlığından şikayetçi olduğumu müşteri hizmetlerine bildirdim. Arıza giderilince dönüş yapılacağı söylendi ama nafile hiç aramadılar, hep ben arıyorum. Beş gündür internetim olmadığı gibi digitürk de izleyemiyorum. Superonline'nın beceriksizliğinden bıktım. 2016 temmuzunu bekliyorum. Ve bir daha tövbe superonline mı?",Teknik Şikayetler
"Sona eren red aboneliği sonucu vodafone beni aradı 45 liralık faturamı 40 lira olarak güncelledi, birkaç gün sonra da 90 tl'lik faturayı gönderdi. 7008'i aradım ilgileneceklerini söylediler, haber gelmeyince 1 hafta sonra tekrar 7008'i aradım tekrar yine ilgileneceğiz dediler. Bu arada faturamı ödemediğim için beni cezalandırıp hattımı aramaya kapattılar. Bu benim kanıma dokunuyor hakkımı aramak istiyorum, herkes bana öde kurtul diyor, bu nasıl iştir anlayamadım. Ortada bir yanlışlık var düzelttirmek istiyorum ama iletişim çağında iletişim deviyle iletişime geçemiyorum. Hakkımı aramam için ne yapmam lazım. Kandırıldığımı, aldatıldığımı düşünüyorum. Benimle derhal iletişime geçilmeli ve problemim giderilmeli .",Teknik Şikayetler
"5 yıldır Türk Telekom Prime müşterisiyim. 1 ay önce yurtdışına çıktım, zaten çok sınırlı yurtdışı servisleri, bir de bir sürü para verip paket yaptığım halde 1 aydır kullanamıyorum. Üstüne 3 gün kullanmaya kalkıp karşılaştığım 500 lira fatura. Müşteri hizmetlerinden sürekli ""bir problem yok kullanmaya devam edin"", onay sms'i ve mobil uygulamada kullanabileceğim şeklinde gördüğüm haklarımı asla kullanamadan. En sonunda biri arayıp ""kullandığınız başka bir paket varmış, ondan aktif olmamış.!"" demez mi. Orada ekranlarda inceliyorum bilgilerinizi derken kahve falı bakıyorsunuz anlaşılan, bunu görmesi gereken kişi sizsiniz ben değil. Ben ne yaptım avukatım aracılığıyla itirazda bulundum çünkü tlf asla kullanamıyorum yaşadığım tam anlamıyla mağduriyet. Sonuç bir haftadır çözüm veya hediye bir kullanım yok. Tavsiyem asla türk telekom hat ile yurtdışına çıkmayın!",Abonelik ve İşlem Şikayetleri
Tivibu bizi sinema kanallarına üye yaptı şimdi kanalların yarısı yok aradık bir gün düzelir ne zaman düzelir belli olmaz olmayan kanalınn parasını veriyoruz iptal edin hayır sözleşmeniz var diyor şikayet ederiz deyince bizi şikayet edecek yer yok diyorlar bu nasıl d-andırıcılık her yere yazacağım kimse tivibu almasın hd kanallar hd değil çözünürlük berbat seç izlede filmlerin nerdeyse hepsi paralı d-andırıcı.,Abonelik ve İşlem Şikayetleri
Reklamlarda vaat edilen kampanyayı uygulamıyorlar. Yanıltıcı reklamlarla insanları kandırmak ne kadar etik?,Paket ve Kampanya Şikayetleri
Vodafone'dan 4 hattım var faturaları zamanında ödüyorum ama puanlarım yükselmiyor. Müşteri hizmetleri bilgi vermiyor aylardır çözüm bulamadım.,Müşteri Hizmetleri Şikayetleri
Usulsüz fatura tanzimi yapılıyor faturamda haksız ücretlendirme var. Bu konuda derhal bir düzeltme yapılmalı.,Fatura ve Ödeme Şikayetleri
"Superonline isimli firmadan, 024*1numaralı telefonumuzdan iki gün arayla arayarak, ttnet faturamızın yüksek olduğunu, ciddi avantaj sunduklarını ifade eden Hakan Ç. isimli şahıs, 64 yaşındaki tansiyon hastası ve felçli olan babam Bilal T.'y'e ""kapat şu telefonu geri zekalı"" diyerek hakaret etmiştir. Nasıl bir firmasınız ki; bir kere reddeden bir ttnet müşterisini tekrar tekrar arayıp daha sonra da geri zekalı diyerek hakaret eden bir personel istihdam ediyorsunuz. İlgili ses kaydı kayıtlarınızda mevcuttur. Dava hakkımızı da kullanacağımızı ve açacağımız hakaret davasına taraf olacağınızı da bayan ederiz.",Teknik Şikayetler
Niğde'nin merkezinde bile sinyal sorunu yaşıyorum. Bu kadar merkezî bir yerde bağlantı sorunu kabul edilemez.,Teknik Şikayetler
Paket yükleme hizmetlerinde sürekli sorun yaşıyorum. Hizmet kalitenizi artırmalısınız.,Paket ve Kampanya Şikayetleri
